"","State","Date","Total_cc","Male_cc","Female_cc","Male_per_cc","Female_per_cc","Male_cr_cc","Female_cr_cc","Total_D","Male_d","Female_d","Male_per_d","Female_per_d","Male_cr_d","Female_cr_d","Source","2018 Pop","2019 Pop","Medicaid Expand","2018 Uninsured","2019 Uninsured","Difference","Median Income","Percent Pov","case_ratio","death_ratio"
"813","South Carolina",2020-07-27,78606,34744,41268,44.2,52.5,1444.21,1618.23,"1385",706,665,51,48,29.36,26.07,"https://scdhec.gov/infectious-diseases/viruses/coronavirus-disease-2019-covid-19/testing-sc-data-covid-19","5,084,156","5,148,714","N","10.5","10.8","0.4","57,444","14.0",0.841911408355142,1.06165413533835
"814","South Dakota",2020-07-27,8395,4298,4097,51.2,48.8,986.32,956.06,"123",62,63,50.41,51.22,14.23,14.7,"https://doh.sd.gov/news/coronavirus.aspx","878,698","884,659","N","9.8","10.2","0.4","59,463","10.7",1.04906028801562,0.984126984126984
"815","Tennessee",2020-07-27,93936,46696,46045,49.71,49.02,1439.6,1351.32,"933",557,410,59.7,43.94,17.17,12.03,"https://www.tn.gov/health/cedep/ncov.html","6,771,631","6,829,174","N","10.1","10.1","Z","56,060","11.7",1.0141383429254,1.35853658536585
"816","Texas",2020-07-27,381656,208766,165639,54.7,43.4,1507.36,1180.15,"5038",2977,2056,59.1,40.8,21.5,14.65,"https://txdshs.maps.arcgis.com/apps/opsdashboard/index.html#/ed483ecd702b4298ab01e8b9cafc8b83","28,628,666","28,995,881","N","17.7","18.4","*0.6","59,785","13.4",1.26036742554592,1.44795719844358
"817","US Virgin Island",2020-07-27,361,166,116,45.98,32.13,NA,NA,"7",NA,NA,NA,NA,NA,NA,"https://doh.vi.gov/covid19usvi",NA,NA,NA,NA,NA,NA,NA,NA,1.43103448275862,NA
"818","Utah",2020-07-27,37973,19385,18563,51.05,48.88,1264.71,1227.24,"274",144,130,52.6,47.4,9.4,8.59,"https://coronavirus.utah.gov/case-counts/","3,153,550","3,205,958","N","9.4","9.7","0.2","77,067","7.8",1.0442816355115,1.10769230769231
"819","Vermont",2020-07-27,1400,678,717,48.43,51.21,220.15,226.18,"56",31,25,55.36,44.64,10.07,7.89,"https://vcgi.maps.arcgis.com/apps/opsdashboard/index.html#/6128a0bc9ae14e98a686b635001ef7a7","624,358","623,989","Y","4.0","4.5","0.5","70,066","9.2",0.945606694560669,1.24
"820","Virginia",2020-07-27,84567,40921,43139,48.39,51.01,988.77,1009.05,"2078",1046,1028,50.34,49.47,25.27,24.05,"https://public.tableau.com/views/VirginiaCOVID-19Dashboard/VirginiaCOVID-19Dashboard?:embed=yes&:display_count=yes&:showVizHome=no&:toolbar=no","8,501,286","8,535,519","~Y","8.8","7.9","*-0.9","77,151","10.1",0.948584807250979,1.01750972762646
"821","Virginia",2020-07-27,84567,40921,43139,48.39,51.01,988.77,1009.05,"2078",1046,1028,50.34,49.47,25.27,24.05,"https://public.tableau.com/views/VirginiaCOVID-19Dashboard/VirginiaCOVID-19Dashboard?:embed=yes&:display_count=yes&:showVizHome=no&:toolbar=no","1,804,291","1,792,147","~Y","8.8","7.9","*-0.9","77,151","10.1",0.948584807250979,1.01750972762646
"822","Washington",2020-07-27,52635,24212,26318,46,50,664.13,721.29,"1501",811,675,54,45,22.23,18.51,"https://www.doh.wa.gov/Emergencies/Coronavirus","7,523,869","7,614,893","Y","6.4","6.6","0.2","79,726","9.7",0.91997872178737,1.20148148148148
"823","West Virginia",2020-07-27,5960,2822,3103,47.35,52.06,312.1,335.51,"103",NA,NA,NA,NA,0,0,"https://dhhr.wv.gov/COVID-19/Pages/default.aspx",NA,NA,NA,NA,NA,NA,NA,NA,0.90944247502417,NA
"824","Wisconsin",2020-07-27,48827,23524,25203,48.18,51.62,818.97,867.27,"892",479,413,53.7,46.3,16.68,14.21,"https://www.dhs.wisconsin.gov/covid-19/data.htm","5,807,406","5,822,434","N","5.5","5.7","0.3","62,629","8.9",0.933380946712693,1.15980629539952
"825","Wyoming",2020-07-27,2029,996,1021,49.1,50.3,335.46,358.28,"25",13,12,52,48,4.38,4.21,"https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/novel-coronavirus/covid-19-map-and-statistics/","577,601","578,759","N","10.5","12.3","*1.8","62,539","11.2",0.975514201762977,1.08333333333333
"826","Alabama",2020-08-03,88811,38517,49343,43.37,55.56,1635,1966.75,"1576",804,768,51.02,48.73,34.13,30.61,"https://alpublichealth.maps.arcgis.com/apps/opsdashboard/index.html#/6d2771faa9da4a2786a509d82c8cf0f7",NA,NA,NA,NA,NA,NA,NA,NA,0.780597045173581,1.046875
"827","Alaska",2020-08-03,3280,1600,1680,48.78,51.22,414.96,476.01,"24",15,9,62.5,37.5,3.89,2.55,"https://coronavirus-response-alaska-dhss.hub.arcgis.com/","4,887,681","4,903,185","+Y","12.6","12.2","-0.4","68,734","12.6",0.952380952380952,1.66666666666667
"828","Alaska",2020-08-03,3280,1600,1680,48.78,51.22,414.96,476.01,"24",15,9,62.5,37.5,3.89,2.55,"https://coronavirus-response-alaska-dhss.hub.arcgis.com/","735,139","731,545","+Y","12.6","12.2","-0.4","68,734","12.6",0.952380952380952,1.66666666666667
"829","Arizona",2020-08-03,178467,84892,93081,47.57,52.16,2458.19,2664.6,"3765",2138,1626,56.79,43.19,61.91,46.55,"https://www.azdhs.gov/preparedness/epidemiology-disease-control/infectious-disease-epidemiology/index.php#novel-coronavirus-home","7,158,024","7,278,717","Y","10.6","11.3","*0.7","62,283","13.2",0.912022861808532,1.31488314883149
"830","Arkansas",2020-08-03,43810,22999,20721,52.5,47.3,1566.25,1361.2,"464",NA,NA,NA,NA,0,0,"https://www.healthy.arkansas.gov/programs-services/topics/novel-coronavirus","3,009,733","3,017,804","Y","8.2","9.1","*0.9","49,781","15.4",1.10993677911298,NA
"831","California",2020-08-03,509162,249489,254072,49,49.9,1282.47,1290.03,"9356",5333,4004,57,42.8,27.41,20.33,"https://update.covid19.ca.gov/","39,461,588","39,512,223","Y","7.2","7.7","*0.5","70,489","12.0",0.981961806102207,1.33191808191808
"832","Colorado",2020-08-03,47716,22417,23209,46.98,48.64,806.13,843.87,"1691",933,754,55.15,44.58,33.54,27.41,"https://covid19.colorado.gov/case-data","5,691,287","5,758,736","Y","7.5","8.0","*0.5","73,034","9.0",0.965875306992977,1.23740053050398
"833","Connecticut",2020-08-03,49810,22487,27191,45.15,54.59,1287.08,1482.3,"4432",2107,2324,47.54,52.44,120.6,126.69,"https://portal.ct.gov/Coronavirus","3,571,520","3,565,287","Y","5.3","5.9","*0.6","72,812","10.4",0.827001581405612,0.906626506024096
"834","Delaware",2020-08-03,14949,6665,8261,44.58,55.26,1450.27,1686.18,"585",272,313,46.5,53.5,59.19,63.89,"https://myhealthycommunity.dhss.delaware.gov/locations/state","965,479","973,764","Y","5.7","6.6","0.9","65,012","8.1",0.80680305047815,0.869009584664537
"835","District of Columbia",2020-08-03,12274,6060,6170,49.37,50.27,1865.3,1715.71,"586",338,248,57.68,42.32,104.04,68.96,"https://coronavirus.dc.gov/release/coronavirus-data-april-30-2020","701,547","705,749","Y","3.2","3.5","0.4",NA,"14.3",0.982171799027553,1.36290322580645
"836","Florida",2020-08-03,487132,233737,249549,47.98,51.23,2320.68,2370.74,"7084",NA,NA,NA,NA,0,0,"https://experience.arcgis.com/experience/96dd742462124fa0b38ddedb9b25e429/","21,244,317","21,477,737","N","13.0","13.2","0.2","54,644","13.5",0.936637694400699,NA
"837","Georgia",2020-08-03,193177,85964,99679,44.5,51.6,1715.08,1885.99,"3840",1990,1850,51.82,48.18,39.7,35,"https://dph.georgia.gov/covid-19-daily-status-report","10,511,131","10,617,423","N","13.7","13.4","-0.2","55,821","14.0",0.862408330741681,1.07567567567568
"838","Hawaii",2020-08-03,2242,NA,NA,NA,NA,0,0,"26",NA,NA,NA,NA,0,0,"https://health.hawaii.gov/coronavirusdisease2019/what-you-should-know/current-situation-in-hawaii/","1,420,593","1,415,872","Y","4.1","4.2","0.1","80,108","9.9",NA,NA
"839","Idaho",2020-08-03,21344,10336,10889,48.43,51.02,1222.38,1292.85,"197",104,93,52.79,47.21,12.3,11.04,"https://public.tableau.com/profile/idaho.division.of.public.health#!/vizhome/DPHIdahoCOVID-19Dashboard_V2/Story1","1,750,536","1,787,065","N","11.1","10.8","-0.3","58,728","11.5",0.949214803930572,1.11827956989247
"840","Illinois",2020-08-03,181943,85361,93344,46.92,51.3,1355.82,1430.43,"7517",4054,3458,53.93,46,64.39,52.99,"http://www.dph.illinois.gov/covid19/covid19-statistics","12,723,071","12,671,821","Y","7.0","7.4","*0.4","70,145","10.9",0.914477631127871,1.17235396182765
"841","Indiana",2020-08-03,769043,352991,403748,45.9,52.5,10791.3,11993.6,"2775",1371,1349,49.4,48.6,41.91,40.06,"https://coronavirus.in.gov/","6,695,497","6,732,219","+Y","8.3","8.7","*0.5","59,892","11.6",0.874285445376819,1.01630837657524
"842","Iowa",2020-08-03,45782,22891,22433,50,49,1472.58,1421.6,"878",465,413,53,47,29.94,26.15,"https://idph.iowa.gov/Emerging-Health-Issues/Novel-Coronavirus","3,148,618","3,155,070","Y","4.7","5.0","0.3","68,718","8.2",1.0204163509116,1.12590799031477
"843","Kansas",2020-08-03,27812,13744,13653,49.42,49.09,948.25,935.55,"358",202,156,56.42,43.58,13.94,10.69,"https://www.coronavirus.kdheks.gov/","2,911,359","2,913,314","N","8.8","9.2","0.4","63,938","10.9",1.00666520178715,1.29487179487179
"844","Kentucky",2020-08-03,31185,14595,16372,46.8,52.5,667.42,726.52,"742",341,401,45.96,54.04,15.59,17.79,"https://govstatus.egov.com/kycovid19","4,461,153","4,467,673","Y","5.6","6.4","*0.8","54,555","14.6",0.891461031028585,0.850374064837905
"845","Louisiana",2020-08-03,119747,51491,67058,43,56,2258.42,2813.26,"3893",2024,1869,52,48,88.79,78.39,"http://ldh.la.gov/coronavirus/","4,659,690","4,648,794","#Y","8.0","8.9","*0.9","49,973","19.8",0.767857675445137,1.08293204922418
"846","Maine",2020-08-03,3958,1905,2053,48.13,51.87,292.04,301.68,"123",60,63,48.78,51.22,9.2,9.26,"https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/coronavirus.shtml","1,339,057","1,344,212","N","8.0","8.0","Z","58,663","12.0",0.927910375060886,0.952380952380952
"847","Maryland",2020-08-03,90274,42810,47464,47.42,52.58,1470.97,1534.51,"3381",1723,1658,50.96,49.04,59.2,53.6,"https://coronavirus.maryland.gov/","6,035,802","6,045,680","Y","6.0","6.0","Z","86,223","7.8",0.901946738580819,1.03920386007238
"848","Massachusetts",2020-08-03,110430,52158,64491,47.23,58.4,1573.88,1834.1,"8417",3991,4645,47.42,55.19,120.43,132.1,"https://www.mass.gov/info-details/covid-19-cases-quarantine-and-monitoring","6,882,635","6,892,503","Y","2.8","3.0","*0.2","86,345","10.0",0.808764013583291,0.859203444564047
"849","Michigan",2020-08-03,82782,39060,43507,47.18,52.56,797.29,860.1,"6206",3240,2966,52.21,47.79,66.13,58.64,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html","9,984,072","9,986,857","^Y","5.4","5.8","*0.4","60,449","11.0",0.897786563081803,1.09238031018206
"850","Minnesota",2020-08-03,55947,27109,28340,48.45,50.66,985.16,1021.04,"1614",760,801,47.09,49.63,27.62,28.86,"https://www.health.state.mn.us/diseases/coronavirus/situation.html#raceeth1","5,606,249","5,639,632","Y","4.4","4.9","*0.5","71,817","8.2",0.956563161609033,0.948813982521848
"851","Mississippi",2020-08-03,60553,25614,34636,42.3,57.2,1766.02,2251.48,"1703",806,863,47.33,50.68,55.57,56.1,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html#caseTable","2,981,020","2,976,149","N","12.1","13.0","*0.8","42,781","19.0",0.739519575008662,0.933951332560834
"852","Missouri",2020-08-03,51840,23506,27917,45.34,53.85,786.48,900.17,"1253",617,633,49.24,50.52,20.64,20.41,"https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php","6,121,623","6,137,428","N","9.4","10.0","*0.6","61,726","11.9",0.841995916466669,0.974723538704581
"853","Montana",2020-08-03,4193,2081,2112,49.63,50.37,396.97,408.11,"61",NA,NA,NA,NA,0,0,"https://dphhs.mt.gov/publichealth/cdepi/diseases/coronavirusmt/demographics","1,060,665","1,068,778","+Y","8.2","8.3","0.1","57,679","10.3",0.98532196969697,NA
"854","Nebraska",2020-08-03,26702,12710,12870,47.6,48.2,1338.04,1347.89,"332",171,146,51.51,43.98,18,15.29,"http://dhhs.ne.gov/Pages/Coronavirus.aspx","1,925,614","1,934,408","N","8.3","8.3","Z","67,575","11.0",0.987567987567988,1.17123287671233
"855","Nevada",2020-08-03,50205,23312,24713,46.43,49.22,1588.91,1697.69,"832",508,324,61,39,34.59,22.29,"https://app.powerbigov.us/view?r=eyJrIjoiMjA2ZThiOWUtM2FlNS00MGY5LWFmYjUtNmQwNTQ3Nzg5N2I2IiwidCI6ImU0YTM0MGU2LWI4OWUtNGU2OC04ZWFhLTE1NDRkMjcwMzk4MCJ9","3,027,341","3,080,156","Y","11.2","11.4","0.2","61,864","13.1",0.943309189495407,1.5679012345679
"856","New Hampshire",2020-08-03,6634,0,0,0,0,0,0,"417",0,0,0,0,0,0,"https://www.nh.gov/covid19/","1,353,465","1,359,711","^Y","5.7","6.3","0.5","81,346","6.6",NA,NA
"857","New Jersey",2020-08-03,180970,88034,91928,48.65,50.8,2030.34,2022.21,"13394",7454,6480,55.65,48.38,171.91,142.55,"https://maps.arcgis.com/apps/MapSeries/index.html?appid=c2efd1898e48452e83d7218329e953d7","8,886,025","8,882,190","Y","7.4","7.9","*0.4","74,176","9.1",0.957640762335741,1.15030864197531
"858","New Mexico",2020-08-03,21016,10534,10280,50.12,48.92,1016.94,972.95,"654",NA,NA,NA,NA,0,0,"https://cv.nmhealth.org/","2,092,741","2,096,829","Y","9.5","10.0","0.4","48,283","18.2",1.02470817120623,NA
"859","New York",2020-08-03,416298,210230,203153,50.5,48.8,2208.41,2011.64,"25170",14437,10724,57.36,42.61,151.66,106.19,"https://covid19tracker.health.ny.gov/views/NYS-COVID19-Tracker/NYSDOHCOVID-19Tracker-Fatalities?%3Aembed=yes&%3Atoolbar=no&%3Atabs=n","19,530,351","19,453,561","Y","5.4","5.2","-0.2","67,274","11.9",1.03483581340172,1.34623274897426
"860","North Carolina",2020-08-03,125219,59888,64335,47.83,51.38,1211.14,1234.63,"1969",1054,903,53.53,45.86,21.32,17.33,"https://www.ncdhhs.gov/divisions/public-health/covid19/covid-19-nc-case-count#by-race-ethnicity","10,381,615","10,488,084","N","10.7","11.3","*0.5","53,369","14.1",0.930877438408331,1.1672203765227
"861","North Dakota",2020-08-03,6660,3175,3485,47.67,52.33,822.15,952.14,"105",NA,NA,NA,NA,0,0,"https://www.health.nd.gov/diseases-conditions/coronavirus/north-dakota-coronavirus-cases","758,080","762,062","Y","7.3","6.9","-0.4","66,505","11.1",0.911047345767575,NA
"862","Ohio",2020-08-03,88134,42304,44948,48,51,741.66,756.97,"3529",1800,1729,51.01,48.99,31.56,29.12,"https://coronavirus.ohio.gov/wps/portal/gov/covid-19/home","11,676,341","11,689,100","Y","6.5","6.6","0.1","61,633","12.4",0.941176470588235,1.04106419895894
"863","Oklahoma",2020-08-03,38225,18321,19872,47.93,51.99,943.61,1005.38,"550",298,252,54.18,45.82,15.35,12.75,"https://coronavirus.health.ok.gov/","3,940,235","3,956,971","N","14.2","14.3","0.1","54,434","13.1",0.921950483091787,1.18253968253968
"864","Oregon",2020-08-03,18492,8872,9564,47.98,51.72,438.55,464.51,"322",181,141,56.21,43.79,8.95,6.85,"https://govstatus.egov.com/OR-OHA-COVID-19","4,181,886","4,217,737","Y","7.1","7.2","0.1","69,165","10.6",0.927645336679214,1.28368794326241
"865","Pennsylvania",2020-08-03,110416,50240,62529,45.5,56.63,802.15,957.86,"7209",3481,3708,48.29,51.44,55.58,56.8,"https://www.health.pa.gov/topics/disease/coronavirus/Pages/Cases.aspx","12,800,922","12,801,989","^Y","5.5","5.8","*0.2","64,524","11.4",0.803467191223272,0.938781014023732
"866","Puerto Rico",2020-08-03,5865,2907,2958,49.57,50.43,180.24,166.73,"211",NA,NA,NA,NA,0,0,"https://estadisticas.pr/en/covid-19",NA,NA,NA,NA,NA,NA,NA,NA,0.982758620689655,NA
"867","Rhode Island",2020-08-03,19022,8370,10462,44,55,1630.46,1925.73,"1007",473,534,47,53,92.2,98.24,"https://ri-department-of-health-covid-19-data-rihealth.hub.arcgis.com/","1,058,287","1,059,361","Y","4.1","4.1","Z","62,266","10.1",0.800038233607341,0.885767790262172
"868","South Carolina",2020-08-03,89015,39256,46822,44.1,52.6,1631.76,1836.01,"1712",873,822,51,48,36.29,32.22,"https://scdhec.gov/infectious-diseases/viruses/coronavirus-disease-2019-covid-19/testing-sc-data-covid-19","5,084,156","5,148,714","N","10.5","10.8","0.4","57,444","14.0",0.83840929477596,1.06204379562044
"869","South Dakota",2020-08-03,8955,4568,4387,51.01,48.99,1048.28,1023.74,"135",67,68,49.63,50.37,15.38,15.87,"https://doh.sd.gov/news/coronavirus.aspx","878,698","884,659","N","9.8","10.2","0.4","59,463","10.7",1.04125826304992,0.985294117647059
"870","Tennessee",2020-08-03,109627,53805,54548,49.08,49.76,1658.77,1600.86,"1036",609,464,58.78,44.79,18.77,13.62,"https://www.tn.gov/health/cedep/ncov.html","6,771,631","6,829,174","N","10.1","10.1","Z","56,060","11.7",0.986378968981448,1.3125
"871","Texas",2020-08-03,430485,248820,172624,57.8,40.1,1796.57,1229.92,"6837",4082,2755,59.7,40.3,29.47,19.63,"https://txdshs.maps.arcgis.com/apps/opsdashboard/index.html#/ed483ecd702b4298ab01e8b9cafc8b83","28,628,666","28,995,881","N","17.7","18.4","*0.6","59,785","13.4",1.44139864676986,1.48166969147005
"872","US Virgin Island",2020-08-03,439,225,145,51.25,33.03,NA,NA,"8",NA,NA,NA,NA,NA,NA,"https://doh.vi.gov/covid19usvi",NA,NA,NA,NA,NA,NA,NA,NA,1.55172413793103,NA
"873","Utah",2020-08-03,41175,20974,20177,50.94,49,1368.37,1333.94,"311",162,149,52.1,47.9,10.57,9.85,"https://coronavirus.utah.gov/case-counts/","3,153,550","3,205,958","N","9.4","9.7","0.2","77,067","7.8",1.03950042127175,1.08724832214765
"874","Vermont",2020-08-03,1426,692,728,48.53,51.05,224.7,229.65,"57",32,25,56.14,43.86,10.39,7.89,"https://vcgi.maps.arcgis.com/apps/opsdashboard/index.html#/6128a0bc9ae14e98a686b635001ef7a7","624,358","623,989","Y","4.0","4.5","0.5","70,066","9.2",0.950549450549451,1.28
"875","Virginia",2020-08-03,93106,44926,47633,48.25,51.16,1085.54,1114.17,"2218",1129,1084,50.9,48.87,27.28,25.36,"https://public.tableau.com/views/VirginiaCOVID-19Dashboard/VirginiaCOVID-19Dashboard?:embed=yes&:display_count=yes&:showVizHome=no&:toolbar=no","8,501,286","8,535,519","~Y","8.8","7.9","*-0.9","77,151","10.1",0.943169651292171,1.04151291512915
"876","Virginia",2020-08-03,93106,44926,47633,48.25,51.16,1085.54,1114.17,"2218",1129,1084,50.9,48.87,27.28,25.36,"https://public.tableau.com/views/VirginiaCOVID-19Dashboard/VirginiaCOVID-19Dashboard?:embed=yes&:display_count=yes&:showVizHome=no&:toolbar=no","1,804,291","1,792,147","~Y","8.8","7.9","*-0.9","77,151","10.1",0.943169651292171,1.04151291512915
"877","Washington",2020-08-03,58173,26760,29087,46,50,734.01,797.18,"1596",862,718,54,45,23.64,19.68,"https://www.doh.wa.gov/Emergencies/Coronavirus","7,523,869","7,614,893","Y","6.4","6.6","0.2","79,726","9.7",0.91999862481521,1.20055710306407
"878","West Virginia",2020-08-03,6854,3241,3578,47.29,52.2,358.44,386.87,"117",NA,NA,NA,NA,0,0,"https://dhhr.wv.gov/COVID-19/Pages/default.aspx",NA,NA,NA,NA,NA,NA,NA,NA,0.90581330352152,NA
"879","Wisconsin",2020-08-03,54924,26467,28343,48.19,51.6,921.43,975.32,"948",512,436,54.01,45.99,17.82,15,"https://www.dhs.wisconsin.gov/covid-19/data.htm","5,807,406","5,822,434","N","5.5","5.7","0.3","62,629","8.9",0.933810817485799,1.1743119266055
"880","Wyoming",2020-08-03,2333,1141,1162,48.9,49.8,384.15,407.87,"26",14,12,53.8,46.2,4.71,4.22,"https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/novel-coronavirus/covid-19-map-and-statistics/","577,601","578,759","N","10.5","12.3","*1.8","62,539","11.2",0.981927710843373,1.16666666666667
"881","Alabama",2020-08-10,97735,42407,54184,43.39,55.44,1800.12,2159.7,"1707",864,839,50.62,49.15,36.68,33.44,"https://alpublichealth.maps.arcgis.com/apps/opsdashboard/index.html#/6d2771faa9da4a2786a509d82c8cf0f7",NA,NA,NA,NA,NA,NA,NA,NA,0.782648014173926,1.02979737783075
"882","Alaska",2020-08-10,3711,1759,1854,47.4,49.96,456.2,525.31,"26",15,11,59.1,40.9,3.99,3.01,"https://coronavirus-response-alaska-dhss.hub.arcgis.com/","4,887,681","4,903,185","+Y","12.6","12.2","-0.4","68,734","12.6",0.948759439050701,1.36363636363636
"883","Alaska",2020-08-10,3711,1759,1854,47.4,49.96,456.2,525.31,"26",15,11,59.1,40.9,3.99,3.01,"https://coronavirus-response-alaska-dhss.hub.arcgis.com/","735,139","731,545","+Y","12.6","12.2","-0.4","68,734","12.6",0.948759439050701,1.36363636363636
"884","Arizona",2020-08-10,186923,89074,97326,47.65,52.07,2579.28,2786.12,"4150",2369,1780,57.08,42.89,68.6,50.96,"https://www.azdhs.gov/preparedness/epidemiology-disease-control/infectious-disease-epidemiology/index.php#novel-coronavirus-home","7,158,024","7,278,717","Y","10.6","11.3","*0.7","62,283","13.2",0.915212790004726,1.33089887640449
"885","Arkansas",2020-08-10,49383,25769,23507,52.18,47.6,1754.89,1544.22,"544",NA,NA,NA,NA,0,0,"https://www.healthy.arkansas.gov/programs-services/topics/novel-coronavirus","3,009,733","3,017,804","Y","8.2","9.1","*0.9","49,781","15.4",1.09622665588973,NA
"886","California",2020-08-10,554160,270430,277634,48.8,50.1,1390.12,1409.67,"10293",5898,4375,57.3,42.5,30.32,22.21,"https://update.covid19.ca.gov/","39,461,588","39,512,223","Y","7.2","7.7","*0.5","70,489","12.0",0.974052169402883,1.34811428571429
"887","Colorado",2020-08-10,50660,23704,24611,46.79,48.58,852.4,894.83,"1736",961,771,55.33,44.4,34.54,28.03,"https://covid19.colorado.gov/case-data","5,691,287","5,758,736","Y","7.5","8.0","*0.5","73,034","9.0",0.963146560481086,1.24643320363165
"888","Connecticut",2020-08-10,50320,22705,27478,45.12,54.61,1299.56,1497.95,"4441",2111,2329,47.53,52.44,120.83,126.96,"https://portal.ct.gov/Coronavirus","3,571,520","3,565,287","Y","5.3","5.9","*0.6","72,812","10.4",0.82629740155761,0.906397595534564
"889","Delaware",2020-08-10,15575,7038,8512,45.19,54.65,1531.43,1737.41,"591",277,314,46.87,53.13,60.27,64.09,"https://myhealthycommunity.dhss.delaware.gov/locations/state","965,479","973,764","Y","5.7","6.6","0.9","65,012","8.1",0.826832706766917,0.882165605095541
"890","District of Columbia",2020-08-10,12753,6274,6429,49.2,50.41,1931.17,1787.74,"591",343,248,58.04,41.96,105.58,68.96,"https://coronavirus.dc.gov/release/coronavirus-data-april-30-2020","701,547","705,749","Y","3.2","3.5","0.4",NA,"14.3",0.975890496189143,1.38306451612903
"891","Florida",2020-08-10,532806,256690,272014,48.18,51.05,2548.57,2584.16,"8186",NA,NA,NA,NA,0,0,"https://experience.arcgis.com/experience/96dd742462124fa0b38ddedb9b25e429/","21,244,317","21,477,737","N","13.0","13.2","0.2","54,644","13.5",0.943664664318748,NA
"892","Georgia",2020-08-10,216596,96385,111980,44.5,51.7,1923,2118.73,"4199",2177,2022,51.85,48.15,43.43,38.26,"https://dph.georgia.gov/covid-19-daily-status-report","10,511,131","10,617,423","N","13.7","13.4","-0.2","55,821","14.0",0.86073405965351,1.07665677546983
"893","Hawaii",2020-08-10,3498,NA,NA,NA,NA,0,0,"31",NA,NA,NA,NA,0,0,"https://health.hawaii.gov/coronavirusdisease2019/what-you-should-know/current-situation-in-hawaii/","1,420,593","1,415,872","Y","4.1","4.2","0.1","80,108","9.9",NA,NA
"894","Idaho",2020-08-10,24671,11932,12579,48.36,50.99,1411.13,1493.51,"237",129,108,54.43,45.57,15.26,12.82,"https://public.tableau.com/profile/idaho.division.of.public.health#!/vizhome/DPHIdahoCOVID-19Dashboard_V2/Story1","1,750,536","1,787,065","N","11.1","10.8","-0.3","58,728","11.5",0.948565068765403,1.19444444444444
"895","Illinois",2020-08-10,194080,90951,99649,46.86,51.34,1444.6,1527.05,"7636",4127,3504,54.05,45.89,65.55,53.7,"http://www.dph.illinois.gov/covid19/covid19-statistics","12,723,071","12,671,821","Y","7.0","7.4","*0.4","70,145","10.9",0.912713624823129,1.17779680365297
"896","Indiana",2020-08-10,74328,34191,39022,46,52.5,1045.25,1159.18,"2835",1406,1375,49.6,48.5,42.99,40.84,"https://coronavirus.in.gov/","6,695,497","6,732,219","+Y","8.3","8.7","*0.5","59,892","11.6",0.87619804213008,1.02254545454545
"897","Iowa",2020-08-10,48919,24460,23970,50,49,1573.48,1519.01,"931",493,428,53,46,31.74,27.14,"https://idph.iowa.gov/Emerging-Health-Issues/Novel-Coronavirus","3,148,618","3,155,070","Y","4.7","5.0","0.3","68,718","8.2",1.02044221944097,1.1518691588785
"898","Kansas",2020-08-10,30638,15106,15100,49.3,49.29,1042.22,1034.7,"380",219,161,57.63,42.37,15.11,11.03,"https://www.coronavirus.kdheks.gov/","2,911,359","2,913,314","N","8.8","9.2","0.4","63,938","10.9",1.00039735099338,1.36024844720497
"899","Kentucky",2020-08-10,34982,16407,18324,46.9,52.38,750.28,813.12,"773",354,419,45.8,54.2,16.19,18.59,"https://govstatus.egov.com/kycovid19","4,461,153","4,467,673","Y","5.6","6.4","*0.8","54,555","14.6",0.895383104125737,0.844868735083532
"900","Louisiana",2020-08-10,131399,56502,73583,43,56,2478.17,3087.01,"4145",2155,1990,52,48,94.54,83.47,"http://ldh.la.gov/coronavirus/","4,659,690","4,648,794","#Y","8.0","8.9","*0.9","49,973","19.8",0.767867578109074,1.08291457286432
"901","Maine",2020-08-10,4042,1950,2092,48.24,51.76,298.94,307.41,"125",61,64,48.8,51.2,9.35,9.4,"https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/coronavirus.shtml","1,339,057","1,344,212","N","8.0","8.0","Z","58,663","12.0",0.932122370936903,0.953125
"902","Maryland",2020-08-10,95503,45160,50343,47.29,52.71,1551.72,1627.58,"3448",1754,1694,50.87,49.13,60.27,54.77,"https://coronavirus.maryland.gov/","6,035,802","6,045,680","Y","6.0","6.0","Z","86,223","7.8",0.897046262638301,1.03541912632822
"903","Massachusetts",2020-08-10,112459,53316,65851,47.41,58.56,1608.82,1872.78,"8514",4029,4704,47.32,55.25,121.58,133.78,"https://www.mass.gov/info-details/covid-19-cases-quarantine-and-monitoring","6,882,635","6,892,503","Y","2.8","3.0","*0.2","86,345","10.0",0.809646019042991,0.856505102040816
"904","Michigan",2020-08-10,87403,41359,45825,47.32,52.43,844.21,905.92,"6249",3263,2986,52.22,47.78,66.6,59.03,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html","9,984,072","9,986,857","^Y","5.4","5.8","*0.4","60,449","11.0",0.902542280414621,1.09276624246484
